Country,Region/City,Tour Name,Default Time of Start,Number of days,EXCLUDED DATES,NOTES,PL TL YES/NO,num_pax,price
Vietnam,HCMC,Package from Bangkok: City + Mekong + Cooking Cu Chi,"Day 1: around noon arrival - depend on the flight
Day 2: 08:00AM
Day 3: 07:00AM",4,"01/01/2025
25/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025",,YES,4,592.9932397959184
Vietnam,Hanoi,Hanoi - Ha Long from PQC tour ,,4,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,442.6913265306123
Vietnam,Hanoi,Hanoi - Ha Long from PQC tour ,,4,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,767.7423469387755
Cambodia,Siem Reap,Siem Reap 4 days 3 nights (hotel Memoire D'Angkor Hotel),,4,22/12/2025 - 06/01/2026,,YES,4,800.94
Cambodia,Siem Reap,Siem Reap 4 days 3 nights (hotel Memoire D'Angkor Hotel),,4,22/12/2025 - 06/01/2026,,NO,4,462.84
Vietnam,Hanoi & HCMC,5 days Iconic Vietnam from Phu Quoc,,5,"27/01/2025 - 02/02/2025
30/04-01/05/2025
02/09/2025
24/12/2025
31/12/2025",,NO,4,882.8724489795919
Vietnam,Hanoi & HCMC,5 days Iconic Vietnam from Phu Quoc,,5,"27/01/2025 - 02/02/2025
30/04-01/05/2025
02/09/2025
24/12/2025
31/12/2025",,YES,4,1266.163265306123
Cambodia,Siem Reap,Siem Reap 5 days 4 nights (hotel Memoire D'Angkor Hotel),,5,22/12/2025 - 06/01/2026,,YES,4,1042.4475
Cambodia,Siem Reap,Siem Reap 5 days 4 nights (hotel Memoire D'Angkor Hotel),,5,22/12/2025 - 06/01/2026,,NO,4,625.86
Cambodia,Siem Reap - Phnom Penh,Siem Reap - Phnom Penh  5 days 4 nights (hotel Memoire D'Angkor + Capri Hotel),,5,22/12/2025 - 06/01/2026,,YES,4,1124.115
Cambodia,Siem Reap - Phnom Penh,Siem Reap - Phnom Penh  5 days 4 nights (hotel Memoire D'Angkor + Capri Hotel),,5,22/12/2025 - 06/01/2026,,NO,4,656.64
Vietnam,Long tour,07 days Color of the North - Premium,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,4,1128.65612244898
Vietnam,Long tour,07 days Color of the North - Premium,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,4,1724.587244897959
Vietnam,Long tour,07 days Color of the North - Standard,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,4,1079.421428571429
Vietnam,Long tour,07 days Color of the North - Standard,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,4,1655.620408163265
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Premium,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Premium,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Standard,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Standard,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,
Sri Lanka,Long tour,13 days East Beach stay (01 Jul - 31 Aug 24),,13,,,NO,4,2376.0
Sri Lanka,Long tour,13 days East Beach stay (01 Sep - 31 Oct 24),,13,,,NO,4,2166.0
Vietnam,Long tour,13 Days South and Central - Premium,,13,"01-03/01
25/01-08/02
30/04-04/05
29/08-02/09
24/12 - 31/12/2025",,NO,4,1989.327806122449
Vietnam,Long tour,13 Days South and Central - Premium,,13,"01-03/01
25/01-08/02
30/04-04/05
29/08-02/09
24/12 - 31/12/2025",,YES,4,2384.436224489796
Vietnam,Long tour,13 Days South and Central - Standard,,13,"01-07/01
25/01-04/02
28/04-01/05
31/08-02/09/2025",,NO,4,1457.440051020408
Vietnam,Long tour,13 Days South and Central - Standard,,13,"01-07/01
25/01-04/02
28/04-01/05
31/08-02/09/2025",,YES,4,1859.244897959184
Sri Lanka,Long tour,13 days South Beach Stay (01 Jul - 31 Aug 24),,13,,,NO,4,2130.0
Sri Lanka,Long tour,13 days South Beach Stay (01 Sep - 31 Oct 24),,13,,,NO,4,2094.0
Vietnam + Laos + Cambodia,Long tour,14 days Asia Express - Premium,,14,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,2924.002673469388
Vietnam + Laos + Cambodia,Long tour,14 days Asia Express - Premium,,14,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,4177.523897959184
Vietnam + Laos + Cambodia,Long tour,14 days Asia Express - Standard,,14,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,2419.497775510204
Vietnam + Laos + Cambodia,Long tour,14 days Asia Express - Standard,,14,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,3520.000020408163
Vietnam,Long tour,14 days Highlight of Vietnam - Premium,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,2572.1875
Vietnam,Long tour,14 days Highlight of Vietnam - Premium,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,3384.719387755103
Vietnam,Long tour,14 days Highlight of Vietnam - Standard,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,2163.820153061224
Vietnam,Long tour,14 days Highlight of Vietnam - Standard,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,2956.377551020408
Vietnam,Long tour,14 days off the beaten Path Vietnam tour - Premium,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,4,2613.78112244898
Vietnam,Long tour,14 days off the beaten Path Vietnam tour - Premium,,14,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,4,3401.42780612245
Cambodia + Laos + Vietnam,Long tour,21 days Through Indochina - Premium,,21,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
22/12/2025 - 06/01/2026
Valid till Mar 2026",,NO,4,4017.734693877551
Cambodia + Laos + Vietnam,Long tour,21 days Through Indochina - Premium,,21,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
22/12/2025 - 06/01/2026
Valid till Mar 2026",,YES,4,5564.131377551021
Cambodia + Laos + Vietnam,Long tour,21 days Through Indochina - Standard,,21,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
22/12/2025 - 06/01/2026
Valid till Mar 2026",,NO,4,3373.844387755102
Cambodia + Laos + Vietnam,Long tour,21 days Through Indochina - Standard,,21,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
22/12/2025 - 06/01/2026
Valid till Mar 2026",,YES,4,4772.160714285715
Vietnam + Cambodia,Long tour,08 Days South Vietnam + Cambodia - Standard,,8,"22/12/2025 - 06/01/2026
Valid till Mar 2026",,NO,4,1532.363571428572
Vietnam + Cambodia,Long tour,08 Days South Vietnam + Cambodia - Standard,,8,"22/12/2025 - 06/01/2026
Valid till Mar 2026",,YES,4,2094.839591836735
Vietnam + Cambodia,Long tour,08 Days South Vietnam + Cambodia - Premium,,8,"22/12/2025 - 06/01/2026
Valid till Mar 2026",,NO,4,1823.718112244898
Vietnam + Cambodia,Long tour,08 Days South Vietnam + Cambodia - Premium,,8,"22/12/2025 - 06/01/2026
Valid till Mar 2026",,YES,4,2474.713010204082
Thailand,Bangkok,Bangkok by Day,,1,,,NO,5,127.1875
Thailand,Bangkok,Bangkok Nocą,,1,,,NO,5,111.71875
Vietnam,Hoi An,Cooking Class Red Bridge haftday package,0.6041666666666667,1,No,,NO,5,42.82408163265306
Vietnam,HCMC,Cu Chi by boat,07:30AM,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,138.1714285714286
Vietnam,HCMC,Cu Chi by boat,07:30AM,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,179.930612244898
Vietnam,HCMC,Culinary Cu Chi ,0.3125,1,29/01-02/02/2025,,NO,5,78.31836734693877
Vietnam,HCMC,Culinary Cu Chi ,0.3125,1,29/01-02/02/2025,,YES,5,115.1428571428571
Vietnam,HCMC,Full Day Saigon Tour,0.3333333333333333,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,113.9489795918367
Vietnam,HCMC,Full Day Saigon Tour,0.3333333333333333,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,132.0795918367347
Vietnam,HCMC,Half Day Saigon Tour,0.3541666666666667,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,54.51510204081633
Vietnam,HCMC,Half Day Saigon Tour,0.3541666666666667,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,71.28061224489797
Vietnam,Hanoi,Hanoi city tour fullday,08:30AM,1,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,122.1159183673469
Vietnam,Hanoi,Hanoi city tour fullday,08:30AM,1,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,160.5844897959184
Vietnam,Hanoi,Hanoi city tour short,08:00AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,88.65795918367347
Vietnam,Hanoi,Hanoi city tour short,08:00AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,120.2840816326531
Vietnam,Hanoi,Hanoi in a bowl,06:30AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,166.3728979591837
Vietnam,Hanoi,Hanoi in a bowl,06:30AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,205.0295102040816
Vietnam,Hanoi,Hanoi in a bowl short,06:30AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,120.2195918367347
Vietnam,Hanoi,Hanoi in a bowl short,06:30AM,1,"02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,154.5325714285715
Vietnam,Hoi An,Hoi An + My Son ,08:30AM,1,24/01-10/02/2025,,NO,5,131.8979591836735
Vietnam,Hue,Hue City tour,08:00AM,1,24/01-10/02/2025,,NO,5,113.1428571428572
Vietnam,Phu Quoc,Jeep tour (Northern Part),09:00AM,1,"Not available on 28.01-01.02/2025
Extra charge on: 2/9, 30/4-01/05, 25/12,31/12 & 01/01",,NO,5,82.8
Vietnam,Phu Quoc,Jeep tour (Southern Part),09:00AM,1,"Not available on 28.01-01.02/2025
Extra charge on: 2/9, 30/4-01/05, 25/12,31/12 & 01/01",,NO,5,82.8
Vietnam,Da Nang,Jeep tour haft day,08:30 AM or 02:00 PM,1,No,,NO,5,90.32100000000001
Vietnam,HCMC,LACAPH coffee workshop experience,,1,to be update,,NO,5,29.79918367346939
Philippines,Manila,Manila 1D Tour,0.3333333333333333,1,to be update,,NO,5,100.32
Philippines,Manila,Manila 1D Tour,0.3333333333333333,1,to be update,,YES,5,210.46
Vietnam,Mekong Delta,Mekong Delta 1D Tour,0.3333333333333333,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,91.35073469387756
Vietnam,Mekong Delta,Mekong Delta 1D Tour,0.3333333333333333,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,110.9540204081633
Vietnam,Ninh Binh,Ninh Binh 1D,08:00AM,1,"
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,109.4612244897959
Vietnam,HCMC,Saigon by night,0.75,1,27/01/2025 - 02/02/2025,,YES,5,65.0
Vietnam,HCMC,Saigon foodie by night,06:00PM,1,"27/01/2025 - 02/02/2025
",,YES,5,97.78571428571428
Vietnam,HCMC,Saigon on the plate,06:30AM,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,100.7467102040817
Vietnam,HCMC,Saigon on the plate,06:30AM,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,120.3524571428571
Vietnam,HCMC ,Secret Exprerience Cocktail in Saigon,,1,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,104.7959183673469
Singapore,Singapore,Singapore Full day,09:00AM ,1,,,NO,5,296.7741935483871
Singapore,Singapore,Singapore Full day,09:00AM ,1,,,YES,5,469.8306451612903
SIngapore,Singapore,Singapore fullday (car in the evening),09:00AM ,1,,,NO,5,376.5322580645162
SIngapore,Singapore,Singapore fullday (car in the evening),09:00AM ,1,,,YES,5,558.1209677419355
Vietnam,Short tour,Hanoi Motorbike Tour,0.75,1,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,69.828
Vietnam,Short tour,Hanoi Motorbike Tour,0.75,1,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,69.39383673469388
Vietnam,Short tour,Hanoi by Night Motorbike Tour,,1,,,NO,5,69.828
Vietnam,Short tour,Hanoi by Night Motorbike Tour,,1,,,YES,5,69.39383673469388
Cambodia,Siem Reap,Siem Reap 1 day,,1,,,YES,5,288.21
Cambodia,Siem Reap,Siem Reap 1 day,,1,,,NO,5,128.82
Singapore,Singapore,Singapore Half Day,09:00AM ,1,,,NO,5,106.4516129032258
Singapore,Singapore,Singapore Half Day,09:00AM ,1,,,YES,5,224.9758064516129
SIngapore,Singapore,Singapore 2 Days Tour,09:00AM ,2,,,NO,5,454.4354838709677
SIngapore,Singapore,Singapore 2 Days Tour,09:00AM ,2,,,YES,5,670.1532258064516
Vietnam,Mekong Delta,Mekong Delta 2D Ba Danh,"D1: 08:00 AM
D2: Transfer back 10:00 AM",2,"25/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,164.8944494793836
Vietnam,Mekong Delta,Mekong Delta 2D Ba Danh,"D1: 08:00 AM
D2: Transfer back 10:00 AM",2,"25/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,211.7356530612245
Vietnam,Mekong Delta,Mekong Delta 2D Can Tho,"D1: 08:00 AM
D2: 06:00AM",2,"01/01/2025
27/01-02/02/2025
14/02/2025
08/03/2025
07/04/2025
30/04-01/05/2025
02/09/2025
24-25/12/2025",,NO,5,225.7123673469388
Vietnam,Mekong Delta,Mekong Delta 2D Can Tho,"D1: 08:00 AM
D2: 06:00AM",2,"01/01/2025
27/01-02/02/2025
14/02/2025
08/03/2025
07/04/2025
30/04-01/05/2025
02/09/2025
24-25/12/2025",,YES,5,262.0062448979592
Vietnam,Ninh Binh,Ninh Binh 1D,08:00AM,2,"
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2026",,YES,5,133.5771428571429
Vietnam,HCMC,Saigon Package (SG Full no 2-decker + By night / Delta 1d),"D1: 08:30AM 
D2: 08:00 AM",2,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,201.3148163265306
Vietnam,HCMC,Saigon Package (SG Full no 2-decker + By night / Delta 1d),"D1: 08:30AM 
D2: 08:00 AM",2,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,264.5155102040816
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 1D ,"Day 1:  09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
",2,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,NO,5,236.8315102040816
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 1D ,"Day 1:  09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
",2,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",,YES,5,289.179081632653
Vietnam,Short tour,Saigon & Mekong from Nha Trang,,2,"""27/01- 02/02/2025
30/04-01/05/2025
02/09/2025""",PLS ALWAYS CHECK FLIGHTS,NO,5,
Vietnam,Short tour,Saigon & Mekong from Nha Trang,,2,"""27/01- 02/02/2025
30/04-01/05/2025
02/09/2025""",PLS ALWAYS CHECK FLIGHTS,YES,5,
Vietnam,HCMC,Package Saigon from Mui Ne (SG Full no 2-decker + By night / Delta 1d),,2,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,YES,5,425.609387755102
Vietnam,HCMC,Package Saigon from Mui Ne (SG Full no 2-decker + By night / Delta 1d),,2,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,NO,5,287.6984897959184
Vietnam,HCMC,Package Saigon from Ho Tram (SG Full no 2-decker + By night / Delta 1d),,2,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,YES,5,339.2257142857143
Vietnam,HCMC,Package Saigon from Ho Tram (SG Full no 2-decker + By night / Delta 1d),,2,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,NO,5,276.0250204081632
Vietnam,Mekong Delta,Mekong Delta 3D back to Saigon,"D1: 08:00AM
D2: 06:00AM
D3: 08:00AM",3,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,NO,5,477.4718285714285
Vietnam,Mekong Delta,Mekong Delta 3D back to Saigon,"D1: 08:00AM
D2: 06:00AM
D3: 08:00AM",3,"01-02/01/2025
27/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025
30-31/12/2025",,YES,5,529.2955020408164
Vietnam,HCMC ,Package from Phuket: Saigon Haft + Mekong Delta 1D,"Day 1: 02:00PM
Day 2: 08:00AM
Day 3: 05:30 AM or depend on the flight",3,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,NO,5,295.0535510204082
Vietnam,HCMC ,Package from Phuket: Saigon Haft + Mekong Delta 1D,"Day 1: 02:00PM
Day 2: 08:00AM
Day 3: 05:30 AM or depend on the flight",3,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,YES,5,316.6331632653061
Vietnam,Hue,Package: Hue + Hoi An,"Day 1: 08:00AM
Day 2: 10:00AM
Day 3: 08:30AM",3,24/01-10/02/2025,,NO,5,444.7448979591837
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 1D + Cu Chi,"Day 1:  09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
Day 3: 07:30AM",3,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,NO,5,388.3057959183674
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 1D + Cu Chi,"Day 1:  09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
Day 3: 07:30AM",3,"27/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,YES,5,469.1025510204082
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 2D Ba Danh,"Day 1: 09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
Day 3: 10:00AM",3,"25/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,NO,5,311.6674285714286
Vietnam,HCMC,PQC combo: City Haft + By night + Mekong Delta 2D Ba Danh,"Day 1: 09:00AM or 10:00AM -  depend on the flight time
Day 2: 08:00AM
Day 3: 10:00AM",3,"25/01- 02/02/2025
30/04-01/05/2025
02/09/2025",PLS ALWAYS CHECK FLIGHTS,YES,5,379.240306122449
Vietnam,Sapa,Sapa 3D private bus,"Day 1: 09:00AM
Day 2: 09:00AM
Day 3: 09:00AM, back to Hanoi 02:00PM",3,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,474.8319387755103
Vietnam,Sapa,Sapa 3D private bus,"Day 1: 07:00AM
Day 2: 09:00AM
Day 3: 09:00AM, back to Hanoi 02:00PM",3,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,570.3372734693878
Vietnam,Short tour,Hanoi & Ha Long from Nha Trang,,3,"""02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025""",PLS ALWAYS CHECK FLIGHTS,NO,5,
Vietnam,Short tour,Hanoi & Ha Long from Nha Trang,,3,"""02/09/2024
28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025""",PLS ALWAYS CHECK FLIGHTS,YES,5,
Cambodia,Siem Reap,Siem Reap 3 days 2 nights (hotel Memoire D'Angkor Hotel),,3,22/12/2025 - 06/01/2026,,YES,5,553.26
Cambodia,Siem Reap,Siem Reap 3 days 2 nights (hotel Memoire D'Angkor Hotel),,3,22/12/2025 - 06/01/2026,,NO,5,328.32
Malaysia,Kuching,4-Days Highlights of Kuching 4* hotel (01 April 2025 – 31 March 2026),,4,,,NO,5,525.597
Malaysia,Kuching,4-Days Highlights of Kuching 4* hotel (01/10 - 31 Mar 2025),,4,,,NO,5,499.776
Malaysia,Kuching,4-Days Highlights of Kuching 5* hotel (01 April 2025 – 31 March 2026),,4,,,NO,5,681.891
Malaysia,Kuching,4-Days Highlights of Kuching 5* hotel (01/10 - 31 Mar 2025),,4,,,NO,5,672.486
Thailand,Bangkok,Bangkok - Kanchanburi - Ayuttyaha 4D,,4,,,NO,5,
Vietnam,Ha Giang,"Ha Giang 3,5D","Night 1: 08:00PM
Day 1: 07:30AM
Day 2: 08:00AM
Day 3: 08:00AM trek and arrive back to Hanoi 08:00PM",4,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,539.1481632653062
Vietnam,Mai Chau,Mai Chau + Ninh Binh tour 4D,"Day 1: 07:30-08:00AM
Day 2: 08:00AM
Day 3: depend",4,28/01-02/02/2025,,NO,5,633.7857142857144
Vietnam,HCMC,Package from Bangkok: City + Mekong + Cooking Cu Chi,"Day 1: around noon arrival - depend on the flight
Day 2: 08:00AM
Day 3: 07:00AM",4,"01/01/2025
25/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025",,NO,5,494.3729591836735
Vietnam,HCMC,Package from Bangkok: City + Mekong + Cooking Cu Chi,"Day 1: around noon arrival - depend on the flight
Day 2: 08:00AM
Day 3: 07:00AM",4,"01/01/2025
25/01-02/02/2025
07/04/2025
30/04-01/05/2025
02/09/2025",,YES,5,555.679081632653
Vietnam,Hanoi,Hanoi - Ha Long from PQC tour ,,4,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,5,
Vietnam,Hanoi,Hanoi - Ha Long from PQC tour ,,4,"01-03/01/2025
27/01- 08/02/2025
29/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,5,
Cambodia,Siem Reap,Siem Reap 4 days 3 nights (hotel Memoire D'Angkor Hotel),,4,22/12/2025 - 06/01/2026,,YES,5,685.37
Cambodia,Siem Reap,Siem Reap 4 days 3 nights (hotel Memoire D'Angkor Hotel),,4,22/12/2025 - 06/01/2026,,NO,5,422.94
Vietnam,Hanoi & HCMC,5 days Iconic Vietnam from Phu Quoc,,5,"27/01/2025 - 02/02/2025
30/04-01/05/2025
02/09/2025
24/12/2025
31/12/2025",,NO,5,
Vietnam,Hanoi & HCMC,5 days Iconic Vietnam from Phu Quoc,,5,"27/01/2025 - 02/02/2025
30/04-01/05/2025
02/09/2025
24/12/2025
31/12/2025",,YES,5,
Cambodia,Siem Reap,Siem Reap 5 days 4 nights (hotel Memoire D'Angkor Hotel),,5,22/12/2025 - 06/01/2026,,YES,5,887.89
Cambodia,Siem Reap,Siem Reap 5 days 4 nights (hotel Memoire D'Angkor Hotel),,5,22/12/2025 - 06/01/2026,,NO,5,566.58
Cambodia,Siem Reap - Phnom Penh,Siem Reap - Phnom Penh  5 days 4 nights (hotel Memoire D'Angkor + Capri Hotel),,5,22/12/2025 - 06/01/2026,,YES,5,962.1199999999999
Cambodia,Siem Reap - Phnom Penh,Siem Reap - Phnom Penh  5 days 4 nights (hotel Memoire D'Angkor + Capri Hotel),,5,22/12/2025 - 06/01/2026,,NO,5,599.64
Vietnam,Long tour,07 days Color of the North - Premium,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,
Vietnam,Long tour,07 days Color of the North - Premium,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,
Vietnam,Long tour,07 days Color of the North - Standard,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,NO,5,
Vietnam,Long tour,07 days Color of the North - Standard,,7,"28/01-02/02/2025
29/04-02/05/2025 
31/08 - 02/09/2025",,YES,5,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Premium,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,5,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Premium,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,5,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Standard,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,5,
Cambodia + Thailand + Vietnam,Long tour,12 days Across Southeast Asia - Standard,,12,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,YES,5,
Sri Lanka,Long tour,13 days East Beach stay (01 Jul - 31 Aug 24),,13,,,NO,5,
Sri Lanka,Long tour,13 days East Beach stay (01 Sep - 31 Oct 24),,13,,,NO,5,
Vietnam,Long tour,13 Days South and Central - Premium,,13,"01-03/01
25/01-08/02
30/04-04/05
29/08-02/09
24/12 - 31/12/2025",,NO,5,
Vietnam,Long tour,13 Days South and Central - Premium,,13,"01-03/01
25/01-08/02
30/04-04/05
29/08-02/09
24/12 - 31/12/2025",,YES,5,
Vietnam,Long tour,13 Days South and Central - Standard,,13,"01-07/01
25/01-04/02
28/04-01/05
31/08-02/09/2025",,NO,5,
Vietnam,Long tour,13 Days South and Central - Standard,,13,"01-07/01
25/01-04/02
28/04-01/05
31/08-02/09/2025",,YES,5,
Sri Lanka,Long tour,13 days South Beach Stay (01 Jul - 31 Aug 24),,13,,,NO,5,
Sri Lanka,Long tour,13 days South Beach Stay (01 Sep - 31 Oct 24),,13,,,NO,5,
Vietnam + Laos + Cambodia,Long tour,14 days Asia Express - Premium,,14,"01-03/01/2025
24/01-10/02/2025
30/04-02/05/2025
29/08-02/09/2025
24-31/12/2025",,NO,5,
